,eplenmean,eprew,fps,total_timesteps,policy_loss,value_loss,policy_entropy,approxkl,clipfrac,l2_loss,train_score
155,49.18,7.2,2493,2555904.0,-0.0042006685,1.1823902,1.1276227,0.0034509003,0.058044434,562.2861,8.0
156,59.72,6.3,2445,2572288.0,-0.0027656865,1.323291,1.1787282,0.0041767163,0.069376625,562.85406,6.0
157,50.01,7.3,2487,2588672.0,-0.0049022804,1.0754999,1.1563963,0.0049140984,0.08797201,563.5231,6.0
158,56.21,6.5,2611,2605056.0,-0.004122742,1.4154915,1.144281,0.0044884756,0.07661947,564.16766,5.0
159,58.98,7.2,2711,2621440.0,-0.0049035545,1.1653488,1.150602,0.0040786155,0.0707194,564.7941,9.0
160,52.26,6.9,2704,2637824.0,-0.005733525,1.2112929,1.1719474,0.004650642,0.08416748,565.4041,9.0
161,58.77,7.4,2496,2654208.0,-0.006460307,1.2977897,1.1495452,0.004200315,0.07611084,566.06586,8.0
162,60.12,6.5,2488,2670592.0,-0.0026216283,1.2782987,1.2122682,0.0043992517,0.07773844,566.83136,5.0
163,56.69,7.9,2417,2686976.0,-0.0049018576,1.1570629,1.1545964,0.004141148,0.07204183,567.62585,7.0
164,52.1,7.7,2450,2703360.0,-0.0048373328,1.0929936,1.1576005,0.004349608,0.076944984,568.42883,8.0
165,62.58,5.3,2636,2719744.0,-0.0046065478,1.2812408,1.1841232,0.005029905,0.087646484,569.15936,6.0
166,64.72,7.3,2651,2736128.0,-0.0053552273,1.1044022,1.1966006,0.0047351625,0.08502197,569.845,8.0
167,63.93,7.0,2692,2752512.0,-0.0033271026,1.1417497,1.249625,0.00413468,0.071370445,570.4956,6.0
168,71.67,5.4,2464,2768896.0,-0.006257676,1.1404668,1.220036,0.004132127,0.07421875,571.1326,7.0
169,62.92,6.6,2426,2785280.0,-0.004986567,1.1277579,1.1795436,0.0045263786,0.08066813,571.80817,7.0
170,61.77,6.5,2431,2801664.0,-0.004927509,1.2373115,1.1851493,0.0037781012,0.067118324,572.3521,8.0
171,58.5,7.3,2436,2818048.0,-0.0054067574,1.1945407,1.1138935,0.0049496167,0.09313965,573.19806,7.0
172,55.09,8.2,2638,2834432.0,-0.005648593,1.1932336,1.1641877,0.005226298,0.098490395,574.02094,8.0
173,66.5,6.7,2682,2850816.0,-0.004798679,1.4257153,1.15247,0.0042774654,0.08030192,574.7438,7.0
174,61.09,7.0,2642,2867200.0,-0.0055327583,1.2577928,1.1761653,0.0042522657,0.081726074,575.41693,9.0
175,55.64,6.7,2500,2883584.0,-0.0038445918,1.2492479,1.1707956,0.0034313474,0.058492023,576.11725,8.0
176,55.64,6.7,2430,2899968.0,-0.005815375,1.1432611,1.1588169,0.003864336,0.06803385,576.8183,7.0
177,60.55,7.6,2406,2916352.0,-0.0053410283,1.0964936,1.168096,0.004208623,0.0785319,577.54236,8.0
178,58.67,7.1,2449,2932736.0,-0.005565698,1.255598,1.1589476,0.004277956,0.07938639,578.2734,7.0
179,53.74,5.6,2571,2949120.0,-0.004621615,1.0918789,1.1725646,0.0035669676,0.063557945,578.91876,6.0
180,60.01,6.4,2670,2965504.0,-0.0059033777,1.1322821,1.1789366,0.0042703855,0.08215332,579.6069,4.0
181,60.92,6.9,2701,2981888.0,-0.0070538265,1.0799605,1.2332925,0.0040159957,0.075541176,580.31525,8.0
182,60.87,6.5,2454,2998272.0,-0.006152114,1.1935575,1.2466469,0.0045760903,0.08603922,581.08075,6.0
183,56.61,6.7,2490,3014656.0,-0.007500565,0.99489206,1.2630293,0.0053932704,0.10697428,581.9321,6.0
184,57.9,7.3,2415,3031040.0,-0.005902041,0.9206641,1.2673571,0.004436637,0.08150228,582.65326,6.0
185,68.7,7.0,2410,3047424.0,-0.0054331175,0.99522734,1.2582242,0.0039602616,0.073791504,583.31024,9.0
186,58.69,7.3,2669,3063808.0,-0.0072164685,1.1267136,1.2529374,0.005125543,0.09922282,584.05115,8.0
187,59.99,7.0,2668,3080192.0,-0.007034864,1.1083511,1.2090667,0.0047631133,0.088521324,585.10114,8.0
188,64.46,6.8,2723,3096576.0,-0.0064479634,0.9366598,1.2605491,0.005398177,0.108805336,585.9752,6.0
189,68.26,7.1,2621,3112960.0,-0.005538203,0.9883838,1.2773024,0.0065109823,0.1318156,586.65216,7.0
